experiment_name,config_name,run_id,timestamp,algorithm,metrics_path,solution_path,image_path,config_json,router_state_json,cell_conflicts,layers_used,routed_nets,total_length,total_nets,total_turns
compare_routers_10x10_198,classical_beam,4476394c6830,20251105_172710,beam,saved_experiments\compare_routers_10x10_198\metrics\classical_beam_20251105_172710_4476394c6830.json,saved_experiments\compare_routers_10x10_198\solutions\classical_beam_20251105_172710_4476394c6830.json,saved_experiments\compare_routers_10x10_198\images\classical_beam_20251105_172710_4476394c6830.png,"{""name"": ""classical_beam"", ""algorithm"": ""beam"", ""router_kwargs"": {""max_layers"": 1}, ""solve_kwargs"": {}, ""metadata"": {}}",{},0,1,5,64,10,9
compare_routers_10x10_198,classical_wave,a5e6b5879c83,20251105_172711,wave,saved_experiments\compare_routers_10x10_198\metrics\classical_wave_20251105_172711_a5e6b5879c83.json,saved_experiments\compare_routers_10x10_198\solutions\classical_wave_20251105_172711_a5e6b5879c83.json,saved_experiments\compare_routers_10x10_198\images\classical_wave_20251105_172711_a5e6b5879c83.png,"{""name"": ""classical_wave"", ""algorithm"": ""wave"", ""router_kwargs"": {""max_layers"": 1}, ""solve_kwargs"": {}, ""metadata"": {}}",{},0,1,5,61,10,10
compare_routers_10x10_198,quantum_astar,87480f1fd6c0,20251105_172716,quantum,saved_experiments\compare_routers_10x10_198\metrics\quantum_astar_20251105_172716_87480f1fd6c0.json,saved_experiments\compare_routers_10x10_198\solutions\quantum_astar_20251105_172716_87480f1fd6c0.json,saved_experiments\compare_routers_10x10_198\images\quantum_astar_20251105_172716_87480f1fd6c0.png,"{""name"": ""quantum_astar"", ""algorithm"": ""quantum"", ""router_kwargs"": {""num_reads"": 250, ""cost_weight"": 1.0, ""turn_weight"": 0.001, ""onepath_weight"": 10.0, ""conflict_weight"": 100.0, ""P_H"": 100.0, ""use_dwave"": false}, ""solve_kwargs"": {""method"": ""astar"", ""per_net_limit"": 30, ""max_layers"": 1}, ""metadata"": {""description"": ""Quantum annealing sweep over per-net candidate count"", ""num_reads"": 250, ""candidate_method"": ""astar""}}","{""seed"": null, ""annealer"": ""QuantumAnnealer"", ""default_candidate_method"": ""astar""}",0,1,4,54,10,16
compare_routers_10x10_198,quantum_smart,ad5b473f4e8e,20251105_172719,quantum,saved_experiments\compare_routers_10x10_198\metrics\quantum_smart_20251105_172719_ad5b473f4e8e.json,saved_experiments\compare_routers_10x10_198\solutions\quantum_smart_20251105_172719_ad5b473f4e8e.json,saved_experiments\compare_routers_10x10_198\images\quantum_smart_20251105_172719_ad5b473f4e8e.png,"{""name"": ""quantum_smart"", ""algorithm"": ""quantum"", ""router_kwargs"": {""num_reads"": 250, ""cost_weight"": 1.0, ""turn_weight"": 0.001, ""onepath_weight"": 10.0, ""conflict_weight"": 100.0, ""P_H"": 100.0, ""use_dwave"": false}, ""solve_kwargs"": {""method"": ""smart"", ""per_net_limit"": 30, ""max_layers"": 1}, ""metadata"": {""description"": ""Quantum annealing sweep over per-net candidate count"", ""num_reads"": 250, ""candidate_method"": ""smart""}}","{""seed"": null, ""annealer"": ""QuantumAnnealer"", ""default_candidate_method"": ""astar""}",0,1,3,25,10,3
compare_routers_10x10_198,quantum_smartv2,e8057c083842,20251105_172723,quantum,saved_experiments\compare_routers_10x10_198\metrics\quantum_smartv2_20251105_172723_e8057c083842.json,saved_experiments\compare_routers_10x10_198\solutions\quantum_smartv2_20251105_172723_e8057c083842.json,saved_experiments\compare_routers_10x10_198\images\quantum_smartv2_20251105_172723_e8057c083842.png,"{""name"": ""quantum_smartv2"", ""algorithm"": ""quantum"", ""router_kwargs"": {""num_reads"": 250, ""cost_weight"": 1.0, ""turn_weight"": 0.001, ""onepath_weight"": 10.0, ""conflict_weight"": 100.0, ""P_H"": 100.0, ""use_dwave"": false}, ""solve_kwargs"": {""method"": ""smartv2"", ""per_net_limit"": 30, ""max_layers"": 1}, ""metadata"": {""description"": ""Quantum annealing sweep over per-net candidate count"", ""num_reads"": 250, ""candidate_method"": ""smartv2""}}","{""seed"": null, ""annealer"": ""QuantumAnnealer"", ""default_candidate_method"": ""astar""}",0,1,3,25,10,3
