experiment_name,config_name,run_id,timestamp,algorithm,metrics_path,solution_path,image_path,config_json,router_state_json,cell_conflicts,layers_used,routed_nets,total_length,total_nets,total_turns
compare_routers_10x10_661,classical_beam,e6d5d79028be,20251105_193658,beam,saved_experiments\compare_routers_10x10_661\metrics\classical_beam_20251105_193658_e6d5d79028be.json,saved_experiments\compare_routers_10x10_661\solutions\classical_beam_20251105_193658_e6d5d79028be.json,saved_experiments\compare_routers_10x10_661\images\classical_beam_20251105_193658_e6d5d79028be.png,"{""name"": ""classical_beam"", ""algorithm"": ""beam"", ""router_kwargs"": {""max_layers"": 1}, ""solve_kwargs"": {}, ""metadata"": {}}",{},0,1,6,61,9,11
compare_routers_10x10_661,classical_wave,7c1c54432130,20251105_193658,wave,saved_experiments\compare_routers_10x10_661\metrics\classical_wave_20251105_193658_7c1c54432130.json,saved_experiments\compare_routers_10x10_661\solutions\classical_wave_20251105_193658_7c1c54432130.json,saved_experiments\compare_routers_10x10_661\images\classical_wave_20251105_193658_7c1c54432130.png,"{""name"": ""classical_wave"", ""algorithm"": ""wave"", ""router_kwargs"": {""max_layers"": 1}, ""solve_kwargs"": {}, ""metadata"": {}}",{},0,1,5,37,9,10
compare_routers_10x10_661,quantum_astar,a5693da87879,20251105_193702,quantum,saved_experiments\compare_routers_10x10_661\metrics\quantum_astar_20251105_193702_a5693da87879.json,saved_experiments\compare_routers_10x10_661\solutions\quantum_astar_20251105_193702_a5693da87879.json,saved_experiments\compare_routers_10x10_661\images\quantum_astar_20251105_193702_a5693da87879.png,"{""name"": ""quantum_astar"", ""algorithm"": ""quantum"", ""router_kwargs"": {""num_reads"": 250, ""cost_weight"": 1.0, ""turn_weight"": 0.001, ""onepath_weight"": 10.0, ""conflict_weight"": 100.0, ""P_H"": 100.0, ""use_dwave"": false}, ""solve_kwargs"": {""method"": ""astar"", ""per_net_limit"": 30, ""max_layers"": 1}, ""metadata"": {""description"": ""Quantum annealing sweep over per-net candidate count"", ""num_reads"": 250, ""candidate_method"": ""astar""}}","{""seed"": null, ""annealer"": ""QuantumAnnealer"", ""default_candidate_method"": ""astar""}",0,1,5,47,9,7
compare_routers_10x10_661,quantum_smart,d795b8696fc0,20251105_193703,quantum,saved_experiments\compare_routers_10x10_661\metrics\quantum_smart_20251105_193703_d795b8696fc0.json,saved_experiments\compare_routers_10x10_661\solutions\quantum_smart_20251105_193703_d795b8696fc0.json,saved_experiments\compare_routers_10x10_661\images\quantum_smart_20251105_193703_d795b8696fc0.png,"{""name"": ""quantum_smart"", ""algorithm"": ""quantum"", ""router_kwargs"": {""num_reads"": 250, ""cost_weight"": 1.0, ""turn_weight"": 0.001, ""onepath_weight"": 10.0, ""conflict_weight"": 100.0, ""P_H"": 100.0, ""use_dwave"": false}, ""solve_kwargs"": {""method"": ""smart"", ""per_net_limit"": 30, ""max_layers"": 1}, ""metadata"": {""description"": ""Quantum annealing sweep over per-net candidate count"", ""num_reads"": 250, ""candidate_method"": ""smart""}}","{""seed"": null, ""annealer"": ""QuantumAnnealer"", ""default_candidate_method"": ""astar""}",0,1,4,22,9,4
compare_routers_10x10_661,quantum_smartv2,ee37a46c3abe,20251105_193704,quantum,saved_experiments\compare_routers_10x10_661\metrics\quantum_smartv2_20251105_193704_ee37a46c3abe.json,saved_experiments\compare_routers_10x10_661\solutions\quantum_smartv2_20251105_193704_ee37a46c3abe.json,saved_experiments\compare_routers_10x10_661\images\quantum_smartv2_20251105_193704_ee37a46c3abe.png,"{""name"": ""quantum_smartv2"", ""algorithm"": ""quantum"", ""router_kwargs"": {""num_reads"": 250, ""cost_weight"": 1.0, ""turn_weight"": 0.001, ""onepath_weight"": 10.0, ""conflict_weight"": 100.0, ""P_H"": 100.0, ""use_dwave"": false}, ""solve_kwargs"": {""method"": ""smartv2"", ""per_net_limit"": 30, ""max_layers"": 1}, ""metadata"": {""description"": ""Quantum annealing sweep over per-net candidate count"", ""num_reads"": 250, ""candidate_method"": ""smartv2""}}","{""seed"": null, ""annealer"": ""QuantumAnnealer"", ""default_candidate_method"": ""astar""}",0,1,4,22,9,4
