experiment_name,config_name,run_id,timestamp,algorithm,metrics_path,solution_path,image_path,config_json,router_state_json,cell_conflicts,layers_used,routed_nets,total_length,total_nets,total_turns
compare_routers_10x10_387,classical_beam,446ac13c8930,20251105_181915,beam,saved_experiments\compare_routers_10x10_387\metrics\classical_beam_20251105_181915_446ac13c8930.json,saved_experiments\compare_routers_10x10_387\solutions\classical_beam_20251105_181915_446ac13c8930.json,saved_experiments\compare_routers_10x10_387\images\classical_beam_20251105_181915_446ac13c8930.png,"{""name"": ""classical_beam"", ""algorithm"": ""beam"", ""router_kwargs"": {""max_layers"": 1}, ""solve_kwargs"": {}, ""metadata"": {}}",{},0,1,8,61,25,9
compare_routers_10x10_387,classical_wave,88aefd154d91,20251105_181915,wave,saved_experiments\compare_routers_10x10_387\metrics\classical_wave_20251105_181915_88aefd154d91.json,saved_experiments\compare_routers_10x10_387\solutions\classical_wave_20251105_181915_88aefd154d91.json,saved_experiments\compare_routers_10x10_387\images\classical_wave_20251105_181915_88aefd154d91.png,"{""name"": ""classical_wave"", ""algorithm"": ""wave"", ""router_kwargs"": {""max_layers"": 1}, ""solve_kwargs"": {}, ""metadata"": {}}",{},0,1,7,62,25,16
compare_routers_10x10_387,quantum_astar,6919069193cc,20251105_181935,quantum,saved_experiments\compare_routers_10x10_387\metrics\quantum_astar_20251105_181935_6919069193cc.json,saved_experiments\compare_routers_10x10_387\solutions\quantum_astar_20251105_181935_6919069193cc.json,saved_experiments\compare_routers_10x10_387\images\quantum_astar_20251105_181935_6919069193cc.png,"{""name"": ""quantum_astar"", ""algorithm"": ""quantum"", ""router_kwargs"": {""num_reads"": 250, ""cost_weight"": 1.0, ""turn_weight"": 0.001, ""onepath_weight"": 10.0, ""conflict_weight"": 100.0, ""P_H"": 100.0, ""use_dwave"": false}, ""solve_kwargs"": {""method"": ""astar"", ""per_net_limit"": 30, ""max_layers"": 1}, ""metadata"": {""description"": ""Quantum annealing sweep over per-net candidate count"", ""num_reads"": 250, ""candidate_method"": ""astar""}}","{""seed"": null, ""annealer"": ""QuantumAnnealer"", ""default_candidate_method"": ""astar""}",0,1,9,66,25,15
compare_routers_10x10_387,quantum_smart,e1f9fc295cb9,20251105_181939,quantum,saved_experiments\compare_routers_10x10_387\metrics\quantum_smart_20251105_181939_e1f9fc295cb9.json,saved_experiments\compare_routers_10x10_387\solutions\quantum_smart_20251105_181939_e1f9fc295cb9.json,saved_experiments\compare_routers_10x10_387\images\quantum_smart_20251105_181939_e1f9fc295cb9.png,"{""name"": ""quantum_smart"", ""algorithm"": ""quantum"", ""router_kwargs"": {""num_reads"": 250, ""cost_weight"": 1.0, ""turn_weight"": 0.001, ""onepath_weight"": 10.0, ""conflict_weight"": 100.0, ""P_H"": 100.0, ""use_dwave"": false}, ""solve_kwargs"": {""method"": ""smart"", ""per_net_limit"": 30, ""max_layers"": 1}, ""metadata"": {""description"": ""Quantum annealing sweep over per-net candidate count"", ""num_reads"": 250, ""candidate_method"": ""smart""}}","{""seed"": null, ""annealer"": ""QuantumAnnealer"", ""default_candidate_method"": ""astar""}",0,1,7,42,25,13
compare_routers_10x10_387,quantum_smartv2,de17980c2a6d,20251105_181943,quantum,saved_experiments\compare_routers_10x10_387\metrics\quantum_smartv2_20251105_181943_de17980c2a6d.json,saved_experiments\compare_routers_10x10_387\solutions\quantum_smartv2_20251105_181943_de17980c2a6d.json,saved_experiments\compare_routers_10x10_387\images\quantum_smartv2_20251105_181943_de17980c2a6d.png,"{""name"": ""quantum_smartv2"", ""algorithm"": ""quantum"", ""router_kwargs"": {""num_reads"": 250, ""cost_weight"": 1.0, ""turn_weight"": 0.001, ""onepath_weight"": 10.0, ""conflict_weight"": 100.0, ""P_H"": 100.0, ""use_dwave"": false}, ""solve_kwargs"": {""method"": ""smartv2"", ""per_net_limit"": 30, ""max_layers"": 1}, ""metadata"": {""description"": ""Quantum annealing sweep over per-net candidate count"", ""num_reads"": 250, ""candidate_method"": ""smartv2""}}","{""seed"": null, ""annealer"": ""QuantumAnnealer"", ""default_candidate_method"": ""astar""}",0,1,7,45,25,8
