experiment_name,config_name,run_id,timestamp,algorithm,metrics_path,solution_path,image_path,config_json,router_state_json,cell_conflicts,layers_used,routed_nets,total_length,total_nets,total_turns
compare_routers_10x10_701,classical_beam,095efbaed104,20251105_194937,beam,saved_experiments\compare_routers_10x10_701\metrics\classical_beam_20251105_194937_095efbaed104.json,saved_experiments\compare_routers_10x10_701\solutions\classical_beam_20251105_194937_095efbaed104.json,saved_experiments\compare_routers_10x10_701\images\classical_beam_20251105_194937_095efbaed104.png,"{""name"": ""classical_beam"", ""algorithm"": ""beam"", ""router_kwargs"": {""max_layers"": 1}, ""solve_kwargs"": {}, ""metadata"": {}}",{},0,1,3,39,16,5
compare_routers_10x10_701,classical_wave,270dc970cd14,20251105_194937,wave,saved_experiments\compare_routers_10x10_701\metrics\classical_wave_20251105_194937_270dc970cd14.json,saved_experiments\compare_routers_10x10_701\solutions\classical_wave_20251105_194937_270dc970cd14.json,saved_experiments\compare_routers_10x10_701\images\classical_wave_20251105_194937_270dc970cd14.png,"{""name"": ""classical_wave"", ""algorithm"": ""wave"", ""router_kwargs"": {""max_layers"": 1}, ""solve_kwargs"": {}, ""metadata"": {}}",{},0,1,3,19,16,5
compare_routers_10x10_701,quantum_astar,0e17b47c9d3c,20251105_194947,quantum,saved_experiments\compare_routers_10x10_701\metrics\quantum_astar_20251105_194947_0e17b47c9d3c.json,saved_experiments\compare_routers_10x10_701\solutions\quantum_astar_20251105_194947_0e17b47c9d3c.json,saved_experiments\compare_routers_10x10_701\images\quantum_astar_20251105_194947_0e17b47c9d3c.png,"{""name"": ""quantum_astar"", ""algorithm"": ""quantum"", ""router_kwargs"": {""num_reads"": 250, ""cost_weight"": 1.0, ""turn_weight"": 0.001, ""onepath_weight"": 10.0, ""conflict_weight"": 100.0, ""P_H"": 100.0, ""use_dwave"": false}, ""solve_kwargs"": {""method"": ""astar"", ""per_net_limit"": 30, ""max_layers"": 1}, ""metadata"": {""description"": ""Quantum annealing sweep over per-net candidate count"", ""num_reads"": 250, ""candidate_method"": ""astar""}}","{""seed"": null, ""annealer"": ""QuantumAnnealer"", ""default_candidate_method"": ""astar""}",0,1,3,19,16,5
compare_routers_10x10_701,quantum_smart,dabbf4bf847b,20251105_194949,quantum,saved_experiments\compare_routers_10x10_701\metrics\quantum_smart_20251105_194949_dabbf4bf847b.json,saved_experiments\compare_routers_10x10_701\solutions\quantum_smart_20251105_194949_dabbf4bf847b.json,saved_experiments\compare_routers_10x10_701\images\quantum_smart_20251105_194949_dabbf4bf847b.png,"{""name"": ""quantum_smart"", ""algorithm"": ""quantum"", ""router_kwargs"": {""num_reads"": 250, ""cost_weight"": 1.0, ""turn_weight"": 0.001, ""onepath_weight"": 10.0, ""conflict_weight"": 100.0, ""P_H"": 100.0, ""use_dwave"": false}, ""solve_kwargs"": {""method"": ""smart"", ""per_net_limit"": 30, ""max_layers"": 1}, ""metadata"": {""description"": ""Quantum annealing sweep over per-net candidate count"", ""num_reads"": 250, ""candidate_method"": ""smart""}}","{""seed"": null, ""annealer"": ""QuantumAnnealer"", ""default_candidate_method"": ""astar""}",0,1,2,10,16,2
compare_routers_10x10_701,quantum_smartv2,2a7adfd1c0da,20251105_194950,quantum,saved_experiments\compare_routers_10x10_701\metrics\quantum_smartv2_20251105_194950_2a7adfd1c0da.json,saved_experiments\compare_routers_10x10_701\solutions\quantum_smartv2_20251105_194950_2a7adfd1c0da.json,saved_experiments\compare_routers_10x10_701\images\quantum_smartv2_20251105_194950_2a7adfd1c0da.png,"{""name"": ""quantum_smartv2"", ""algorithm"": ""quantum"", ""router_kwargs"": {""num_reads"": 250, ""cost_weight"": 1.0, ""turn_weight"": 0.001, ""onepath_weight"": 10.0, ""conflict_weight"": 100.0, ""P_H"": 100.0, ""use_dwave"": false}, ""solve_kwargs"": {""method"": ""smartv2"", ""per_net_limit"": 30, ""max_layers"": 1}, ""metadata"": {""description"": ""Quantum annealing sweep over per-net candidate count"", ""num_reads"": 250, ""candidate_method"": ""smartv2""}}","{""seed"": null, ""annealer"": ""QuantumAnnealer"", ""default_candidate_method"": ""astar""}",0,1,2,10,16,2
