experiment_name,config_name,run_id,timestamp,algorithm,metrics_path,solution_path,image_path,config_json,router_state_json,cell_conflicts,layers_used,routed_nets,total_length,total_nets,total_turns
compare_routers_10x10_806,classical_beam,d29ed1ff2cc5,20251105_201955,beam,saved_experiments\compare_routers_10x10_806\metrics\classical_beam_20251105_201955_d29ed1ff2cc5.json,saved_experiments\compare_routers_10x10_806\solutions\classical_beam_20251105_201955_d29ed1ff2cc5.json,saved_experiments\compare_routers_10x10_806\images\classical_beam_20251105_201955_d29ed1ff2cc5.png,"{""name"": ""classical_beam"", ""algorithm"": ""beam"", ""router_kwargs"": {""max_layers"": 1}, ""solve_kwargs"": {}, ""metadata"": {}}",{},0,1,5,49,6,9
compare_routers_10x10_806,classical_wave,1556389e3068,20251105_201956,wave,saved_experiments\compare_routers_10x10_806\metrics\classical_wave_20251105_201956_1556389e3068.json,saved_experiments\compare_routers_10x10_806\solutions\classical_wave_20251105_201956_1556389e3068.json,saved_experiments\compare_routers_10x10_806\images\classical_wave_20251105_201956_1556389e3068.png,"{""name"": ""classical_wave"", ""algorithm"": ""wave"", ""router_kwargs"": {""max_layers"": 1}, ""solve_kwargs"": {}, ""metadata"": {}}",{},0,1,5,56,6,15
compare_routers_10x10_806,quantum_astar,283054c5a69d,20251105_201958,quantum,saved_experiments\compare_routers_10x10_806\metrics\quantum_astar_20251105_201958_283054c5a69d.json,saved_experiments\compare_routers_10x10_806\solutions\quantum_astar_20251105_201958_283054c5a69d.json,saved_experiments\compare_routers_10x10_806\images\quantum_astar_20251105_201958_283054c5a69d.png,"{""name"": ""quantum_astar"", ""algorithm"": ""quantum"", ""router_kwargs"": {""num_reads"": 250, ""cost_weight"": 1.0, ""turn_weight"": 0.001, ""onepath_weight"": 10.0, ""conflict_weight"": 100.0, ""P_H"": 100.0, ""use_dwave"": false}, ""solve_kwargs"": {""method"": ""astar"", ""per_net_limit"": 30, ""max_layers"": 1}, ""metadata"": {""description"": ""Quantum annealing sweep over per-net candidate count"", ""num_reads"": 250, ""candidate_method"": ""astar""}}","{""seed"": null, ""annealer"": ""QuantumAnnealer"", ""default_candidate_method"": ""astar""}",0,1,4,46,6,6
compare_routers_10x10_806,quantum_smart,b41202828169,20251105_201959,quantum,saved_experiments\compare_routers_10x10_806\metrics\quantum_smart_20251105_201959_b41202828169.json,saved_experiments\compare_routers_10x10_806\solutions\quantum_smart_20251105_201959_b41202828169.json,saved_experiments\compare_routers_10x10_806\images\quantum_smart_20251105_201959_b41202828169.png,"{""name"": ""quantum_smart"", ""algorithm"": ""quantum"", ""router_kwargs"": {""num_reads"": 250, ""cost_weight"": 1.0, ""turn_weight"": 0.001, ""onepath_weight"": 10.0, ""conflict_weight"": 100.0, ""P_H"": 100.0, ""use_dwave"": false}, ""solve_kwargs"": {""method"": ""smart"", ""per_net_limit"": 30, ""max_layers"": 1}, ""metadata"": {""description"": ""Quantum annealing sweep over per-net candidate count"", ""num_reads"": 250, ""candidate_method"": ""smart""}}","{""seed"": null, ""annealer"": ""QuantumAnnealer"", ""default_candidate_method"": ""astar""}",0,1,3,25,6,2
compare_routers_10x10_806,quantum_smartv2,a15d5f3222cb,20251105_202001,quantum,saved_experiments\compare_routers_10x10_806\metrics\quantum_smartv2_20251105_202001_a15d5f3222cb.json,saved_experiments\compare_routers_10x10_806\solutions\quantum_smartv2_20251105_202001_a15d5f3222cb.json,saved_experiments\compare_routers_10x10_806\images\quantum_smartv2_20251105_202001_a15d5f3222cb.png,"{""name"": ""quantum_smartv2"", ""algorithm"": ""quantum"", ""router_kwargs"": {""num_reads"": 250, ""cost_weight"": 1.0, ""turn_weight"": 0.001, ""onepath_weight"": 10.0, ""conflict_weight"": 100.0, ""P_H"": 100.0, ""use_dwave"": false}, ""solve_kwargs"": {""method"": ""smartv2"", ""per_net_limit"": 30, ""max_layers"": 1}, ""metadata"": {""description"": ""Quantum annealing sweep over per-net candidate count"", ""num_reads"": 250, ""candidate_method"": ""smartv2""}}","{""seed"": null, ""annealer"": ""QuantumAnnealer"", ""default_candidate_method"": ""astar""}",0,1,3,25,6,2
