experiment_name,config_name,run_id,timestamp,algorithm,metrics_path,solution_path,image_path,config_json,router_state_json,cell_conflicts,layers_used,routed_nets,total_length,total_nets,total_turns
compare_routers_10x10_268,classical_beam,149cd54f3451,20251105_174614,beam,saved_experiments\compare_routers_10x10_268\metrics\classical_beam_20251105_174614_149cd54f3451.json,saved_experiments\compare_routers_10x10_268\solutions\classical_beam_20251105_174614_149cd54f3451.json,saved_experiments\compare_routers_10x10_268\images\classical_beam_20251105_174614_149cd54f3451.png,"{""name"": ""classical_beam"", ""algorithm"": ""beam"", ""router_kwargs"": {""max_layers"": 1}, ""solve_kwargs"": {}, ""metadata"": {}}",{},0,1,4,42,9,8
compare_routers_10x10_268,classical_wave,708c0ad5a745,20251105_174614,wave,saved_experiments\compare_routers_10x10_268\metrics\classical_wave_20251105_174614_708c0ad5a745.json,saved_experiments\compare_routers_10x10_268\solutions\classical_wave_20251105_174614_708c0ad5a745.json,saved_experiments\compare_routers_10x10_268\images\classical_wave_20251105_174614_708c0ad5a745.png,"{""name"": ""classical_wave"", ""algorithm"": ""wave"", ""router_kwargs"": {""max_layers"": 1}, ""solve_kwargs"": {}, ""metadata"": {}}",{},0,1,4,20,9,8
compare_routers_10x10_268,quantum_astar,08fe5f2ac135,20251105_174619,quantum,saved_experiments\compare_routers_10x10_268\metrics\quantum_astar_20251105_174619_08fe5f2ac135.json,saved_experiments\compare_routers_10x10_268\solutions\quantum_astar_20251105_174619_08fe5f2ac135.json,saved_experiments\compare_routers_10x10_268\images\quantum_astar_20251105_174619_08fe5f2ac135.png,"{""name"": ""quantum_astar"", ""algorithm"": ""quantum"", ""router_kwargs"": {""num_reads"": 250, ""cost_weight"": 1.0, ""turn_weight"": 0.001, ""onepath_weight"": 10.0, ""conflict_weight"": 100.0, ""P_H"": 100.0, ""use_dwave"": false}, ""solve_kwargs"": {""method"": ""astar"", ""per_net_limit"": 30, ""max_layers"": 1}, ""metadata"": {""description"": ""Quantum annealing sweep over per-net candidate count"", ""num_reads"": 250, ""candidate_method"": ""astar""}}","{""seed"": null, ""annealer"": ""QuantumAnnealer"", ""default_candidate_method"": ""astar""}",0,1,4,20,9,8
compare_routers_10x10_268,quantum_smart,d00298dcd277,20251105_174619,quantum,saved_experiments\compare_routers_10x10_268\metrics\quantum_smart_20251105_174619_d00298dcd277.json,saved_experiments\compare_routers_10x10_268\solutions\quantum_smart_20251105_174619_d00298dcd277.json,saved_experiments\compare_routers_10x10_268\images\quantum_smart_20251105_174619_d00298dcd277.png,"{""name"": ""quantum_smart"", ""algorithm"": ""quantum"", ""router_kwargs"": {""num_reads"": 250, ""cost_weight"": 1.0, ""turn_weight"": 0.001, ""onepath_weight"": 10.0, ""conflict_weight"": 100.0, ""P_H"": 100.0, ""use_dwave"": false}, ""solve_kwargs"": {""method"": ""smart"", ""per_net_limit"": 30, ""max_layers"": 1}, ""metadata"": {""description"": ""Quantum annealing sweep over per-net candidate count"", ""num_reads"": 250, ""candidate_method"": ""smart""}}","{""seed"": null, ""annealer"": ""QuantumAnnealer"", ""default_candidate_method"": ""astar""}",0,1,2,6,9,2
compare_routers_10x10_268,quantum_smartv2,850935d4f7fc,20251105_174620,quantum,saved_experiments\compare_routers_10x10_268\metrics\quantum_smartv2_20251105_174620_850935d4f7fc.json,saved_experiments\compare_routers_10x10_268\solutions\quantum_smartv2_20251105_174620_850935d4f7fc.json,saved_experiments\compare_routers_10x10_268\images\quantum_smartv2_20251105_174620_850935d4f7fc.png,"{""name"": ""quantum_smartv2"", ""algorithm"": ""quantum"", ""router_kwargs"": {""num_reads"": 250, ""cost_weight"": 1.0, ""turn_weight"": 0.001, ""onepath_weight"": 10.0, ""conflict_weight"": 100.0, ""P_H"": 100.0, ""use_dwave"": false}, ""solve_kwargs"": {""method"": ""smartv2"", ""per_net_limit"": 30, ""max_layers"": 1}, ""metadata"": {""description"": ""Quantum annealing sweep over per-net candidate count"", ""num_reads"": 250, ""candidate_method"": ""smartv2""}}","{""seed"": null, ""annealer"": ""QuantumAnnealer"", ""default_candidate_method"": ""astar""}",0,1,2,6,9,2
